dataset,model,attack,defense_name,n_seeds,seeds,clean_acc_mean,clean_acc_std,clean_acc_min,clean_acc_max,backdoored_clean_acc_mean,backdoored_clean_acc_std,backdoored_clean_acc_min,backdoored_clean_acc_max,clean_trigger_asr_mean,clean_trigger_asr_std,clean_trigger_asr_min,clean_trigger_asr_max,poisoned_asr_mean,poisoned_asr_std,poisoned_asr_min,poisoned_asr_max,learned_backdoor_gap_mean,learned_backdoor_gap_std,learned_backdoor_gap_min,learned_backdoor_gap_max,detection_f1_mean,detection_f1_std,detection_f1_min,detection_f1_max,defense_clean_acc_mean,defense_clean_acc_std,defense_clean_acc_min,defense_clean_acc_max,defense_asr_mean,defense_asr_std,defense_asr_min,defense_asr_max,asr_drop_mean,asr_drop_std,asr_drop_min,asr_drop_max,relative_asr_reduction_mean,relative_asr_reduction_std,relative_asr_reduction_min,relative_asr_reduction_max,utility_drop_mean,utility_drop_std,utility_drop_min,utility_drop_max,all_attack_valid
ACM,RGCN,relation,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.866304349899292,0.02324919277746819,0.8369565010070801,0.89673912525177,0.742391300201416,0.13459180562583356,0.570652186870575,0.8586956262588501,0.0875,0.02614562582918986,0.0546875,0.1171875,0.940625,0.058619785882200216,0.84375,1.0,0.853125,0.07993985776429052,0.734375,0.9453125,1.0,0.0,1.0,1.0,0.892391312122345,0.008930273284022698,0.885869562625885,0.9021739363670349,0.025,0.00855816496101822,0.015625,0.03125,0.915625,0.06428125759601316,0.8125,0.984375,0.9730448283649503,0.010198675139149408,0.9629629629629629,0.984375,-0.026086962223052977,0.02472677561277135,-0.04891306161880493,0.01086956262588501,True
ACM,RGCN,uba,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.866304349899292,0.02324919277746819,0.8369565010070801,0.89673912525177,0.880434775352478,0.010167568717555727,0.8695651888847351,0.8913043737411499,0.0609375,0.019452968121857393,0.046875,0.09375,1.0,0.0,1.0,1.0,0.9390625,0.019452968121857393,0.90625,0.953125,1.0,0.0,1.0,1.0,0.88152174949646,0.01045401678197112,0.864130437374115,0.8913043737411499,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.015217399597167969,0.019745562407223933,-0.043478310108184814,0.01086956262588501,True
DBLP,HAN,clean_label,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.85,0.020639492590150656,0.8266128897666931,0.8830645084381104,0.7604838609695435,0.004597477168319028,0.7540322542190552,0.7661290168762207,0.14913294613361358,0.11278343699700547,0.005780346691608429,0.3005780279636383,0.8554913520812988,0.10144467782572253,0.7167630195617676,0.9826589822769165,0.7063584059476853,0.20629441647969027,0.4161849915981293,0.9768786355853081,1.0,0.0,1.0,1.0,0.7620967745780944,0.021336697853507766,0.725806474685669,0.7822580933570862,0.017341040074825287,0.017341040074825287,0.0,0.04624277353286743,0.8381503120064735,0.10340198946087104,0.7167630195617676,0.9710982888936996,0.9795593505143639,0.022125204914770682,0.9420289887560187,1.0,0.08790322542190551,0.026348873077242825,0.06048387289047241,0.11693543195724487,False
DBLP,HAN,relation,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.85,0.020639492590150656,0.8266128897666931,0.8830645084381104,0.7290322542190552,0.02899302958683131,0.6854838728904724,0.7620967626571655,0.05433526039123535,0.06598209733096604,0.0,0.16763006150722504,0.9872832417488098,0.014392951379540216,0.9653179049491882,1.0,0.9329479813575745,0.06405501310165462,0.832369938492775,1.0,1.0,0.0,1.0,1.0,0.7991935610771179,0.01043723126042014,0.7862903475761414,0.8145161271095276,0.010404624044895172,0.017049573264869125,0.0,0.040462426841259,0.9768786177039146,0.029474109708214232,0.9248554781079292,0.9942196533083916,0.9893046278551265,0.017690639995030108,0.9580838326588494,1.0,0.05080643892288208,0.02237811669399803,0.03225809335708618,0.08870965242385864,True
DBLP,HAN,uba,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.85,0.020639492590150656,0.8266128897666931,0.8830645084381104,0.7338709712028504,0.029216504813153903,0.7096773982048035,0.7822580933570862,0.06358381658792496,0.06900194694415937,0.005780346691608429,0.14450867474079132,0.9514450788497925,0.05369815235388031,0.8728323578834534,0.9942196607589722,0.8878612622618676,0.05672403498120485,0.8439306020736694,0.9826589673757553,1.0,0.0,1.0,1.0,0.7959677577018738,0.013851248110825304,0.7822580933570862,0.8145161271095276,0.011560693383216858,0.0070794499654127626,0.0,0.017341040074825287,0.9398843854665756,0.04724351260706119,0.8728323578834534,0.9768786206841469,0.9881406688496619,0.00713251336120327,0.9825581400577138,1.0,0.05403224229812622,0.028880641232474517,0.02016127109527588,0.09274190664291382,True
DBLP,HGT,clean_label,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8483870983123779,0.0239571854208222,0.8185483813285828,0.8790322542190552,0.7661290287971496,0.015354382271705077,0.75,0.7822580933570862,0.06011560559272766,0.02404235130432881,0.034682080149650574,0.09248554706573486,0.9271676301956177,0.08190977743317618,0.8265895843505859,0.9942196607589722,0.86705202460289,0.08485501819243349,0.7514450773596764,0.9595375806093216,1.0,0.0,1.0,1.0,0.7854838728904724,0.01812275724129456,0.7661290168762207,0.8104838728904724,0.0,0.0,0.0,0.0,0.9271676301956177,0.08190977743317618,0.8265895843505859,0.9942196607589722,1.0,0.0,1.0,1.0,0.06290322542190552,0.030788088974306703,0.032258033752441406,0.11290323734283447,True
DBLP,HGT,relation,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8483870983123779,0.0239571854208222,0.8185483813285828,0.8790322542190552,0.7572580575942993,0.01081967344364124,0.7459677457809448,0.7701612710952759,0.053179189562797546,0.020599455818416518,0.023121386766433716,0.080924853682518,0.9930635929107666,0.004836178782774304,0.9884393215179443,1.0,0.9398844033479691,0.019430909374924435,0.9132948070764542,0.9653179347515106,1.0,0.0,1.0,1.0,0.8209677338600159,0.009710954108897434,0.8104838728904724,0.8346773982048035,0.0080924853682518,0.008766329797180436,0.0,0.023121386766433716,0.9849711075425148,0.008766328077713907,0.9710982739925385,0.9942196533083916,0.9918603867483883,0.00881730324480521,0.9767441867436184,1.0,0.02741936445236206,0.020441602611716618,0.008064508438110352,0.06048387289047241,True
DBLP,HGT,uba,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8483870983123779,0.0239571854208222,0.8185483813285828,0.8790322542190552,0.7604838728904724,0.01987703170946187,0.7419354915618896,0.7903226017951965,0.026589594781398773,0.014508555049131792,0.011560693383216858,0.040462426841259,0.9930635929107666,0.004836178782774304,0.9884393215179443,1.0,0.9664739981293679,0.013800388421414792,0.9479768946766853,0.9826589673757553,1.0,0.0,1.0,1.0,0.8266128897666931,0.009876965349869846,0.8145161271095276,0.8387096524238586,0.004624277353286743,0.004836185016377264,0.0,0.011560693383216858,0.9884393155574799,0.007079445402883849,0.9826589673757553,1.0,0.9953420374123482,0.004866357534021031,0.9883720933718092,1.0,0.021774208545684813,0.02559769723477284,-0.008064508438110352,0.056451618671417236,True
DBLP,HeteroSAGE,clean_label,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8459677457809448,0.015720650095365423,0.8266128897666931,0.8669354915618896,0.7540322542190552,0.024692454741616302,0.7177419066429138,0.7862903475761414,0.07745664715766906,0.04525683163313991,0.017341040074825287,0.13294798135757446,0.9202311992645263,0.021395105293824313,0.884393036365509,0.9421965479850769,0.8427745521068573,0.04033836665308989,0.8092485666275024,0.9075144305825233,1.0,0.0,1.0,1.0,0.7725806355476379,0.013554637070232642,0.7580645084381104,0.7943548560142517,0.0,0.0,0.0,0.0,0.9202311992645263,0.021395105293824313,0.884393036365509,0.9421965479850769,1.0,0.0,1.0,1.0,0.07338711023330688,0.02695891925782441,0.032258033752441406,0.10080647468566895,True
DBLP,HeteroSAGE,relation,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8459677457809448,0.015720650095365423,0.8266128897666931,0.8669354915618896,0.7685483932495117,0.02591334440305353,0.7459677457809448,0.8024193644523621,0.07167629897594452,0.04220048980459288,0.017341040074825287,0.12716762721538544,0.9791907429695129,0.013307367461445849,0.9653179049491882,1.0,0.9075144439935684,0.052343281157275226,0.8497109562158585,0.9826589599251747,1.0,0.0,1.0,1.0,0.8411290287971497,0.012940987600921655,0.8225806355476379,0.8548387289047241,0.0023121386766433716,0.0031660262731942946,0.0,0.005780346691608429,0.9768786042928695,0.012261978444520224,0.9653178974986076,0.9942196533083916,0.9976534544712021,0.003213715423145359,0.9940476190476191,1.0,0.004838716983795166,0.009626892477566484,-0.008064508438110352,0.01612907648086548,True
DBLP,HeteroSAGE,uba,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8459677457809448,0.015720650095365423,0.8266128897666931,0.8669354915618896,0.7620967626571655,0.016129016876220703,0.7459677457809448,0.7782257795333862,0.15260115563869475,0.10353115992365679,0.040462426841259,0.3179190754890442,0.9884392976760864,0.013556128906005868,0.9710982441902161,1.0,0.8358381420373917,0.09958314701721739,0.6820809245109558,0.9537572339177132,1.0,0.0,1.0,1.0,0.8370967745780945,0.02361540893209405,0.8064516186714172,0.8669354915618896,0.006936416029930115,0.004836185016377264,0.0,0.011560693383216858,0.9815028816461563,0.012531508301453706,0.9653178974986076,0.9942196607589722,0.9930018144945484,0.004818451005221194,0.9884393066167831,1.0,0.008870971202850342,0.02634890591462673,-0.01612907648086548,0.04435485601425171,False
DBLP,RGCN,clean_label,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8548387289047241,0.010280271473364588,0.8467742204666138,0.8709677457809448,0.8048387169837952,0.007860310523823815,0.7943548560142517,0.8145161271095276,0.20346820801496507,0.14818446479122288,0.040462426841259,0.3641618490219116,0.9560693621635437,0.036921883529013724,0.9017341136932373,0.9942196607589722,0.7526011541485786,0.15821684648162573,0.6184971332550049,0.9306358173489571,1.0,0.0,1.0,1.0,0.8177419304847717,0.022341745108061944,0.7822580933570862,0.8387096524238586,0.0023121386766433716,0.005170099254380984,0.0,0.011560693383216858,0.9537572234869003,0.04127992227903613,0.8901734203100204,0.9942196607589722,0.9974358975206411,0.0057335074451223475,0.9871794876032053,1.0,0.03709679841995239,0.025881921342667674,0.012096822261810303,0.07661288976669312,False
DBLP,RGCN,relation,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8548387289047241,0.010280271473364588,0.8467742204666138,0.8709677457809448,0.8217741847038269,0.0033736259219068416,0.8185483813285828,0.8266128897666931,0.18381502777338027,0.13929316594868255,0.028901733458042145,0.3641618490219116,0.9930635929107666,0.0063320443846864695,0.9826589822769165,1.0,0.8092485651373863,0.1384269373824841,0.6300578117370605,0.9710982665419579,1.0,0.0,1.0,1.0,0.8499999880790711,0.02252297140968077,0.8266128897666931,0.8870967626571655,0.0,0.0,0.0,0.0,0.9930635929107666,0.0063320443846864695,0.9826589822769165,1.0,1.0,0.0,1.0,1.0,0.0048387408256530765,0.03062923546125102,-0.04032254219055176,0.04435485601425171,False
DBLP,RGCN,uba,HeteroGuard-Unlearn,5,"1,2,3,4,5",0.8548387289047241,0.010280271473364588,0.8467742204666138,0.8709677457809448,0.8290322542190551,0.017942416666825438,0.8024193644523621,0.850806474685669,0.07976878583431243,0.0492857205550871,0.005780346691608429,0.13294798135757446,0.9953757286071777,0.002585046295189555,0.9942196607589722,1.0,0.9156069427728653,0.049992481558978154,0.8612716794013977,0.9884393140673637,1.0,0.0,1.0,1.0,0.8483870983123779,0.01385127760852336,0.8266128897666931,0.8588709831237793,0.0,0.0,0.0,0.0,0.9953757286071777,0.002585046295189555,0.9942196607589722,1.0,1.0,0.0,1.0,1.0,0.006451630592346191,0.013851273270636184,-0.012096762657165527,0.020161330699920654,True
