source_file,dataset,model,attack,seed,sensitivity_group,param_value,poison_rate,trigger_size,unlearn_lambda,target_suppression,clean_acc,backdoored_clean_acc,clean_trigger_asr,poisoned_asr,learned_backdoor_gap,detection_precision,detection_recall,detection_f1,defense_clean_acc,defense_asr,asr_drop,utility_drop,relative_asr_reduction,attack_valid
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_023453.json,ACM,HAN,cba,4,trigger_size,16.0,0.075,16,1.0,0.2,0.8913043737411499,0.7010869383811951,0.0546875,0.1796875,0.125,1.0,1.0,1.0,0.8913043737411499,0.0703125,0.109375,0.0,,False
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_034727.json,ACM,HAN,cba,4,unlearn_lambda,0.0,0.075,12,0.0,0.2,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.8804348111152649,0.0859375,0.9140625,0.01086956262588501,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_035045.json,ACM,HAN,cba,4,unlearn_lambda,0.25,0.075,12,0.25,0.2,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.8913043737411499,0.0625,0.9375,0.0,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_035404.json,ACM,HAN,cba,4,unlearn_lambda,0.5,0.075,12,0.5,0.2,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.8913043737411499,0.078125,0.921875,0.0,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_035722.json,ACM,HAN,cba,4,unlearn_lambda,1.0,0.075,12,1.0,0.2,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.875,0.09375,0.90625,0.016304373741149902,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_040040.json,ACM,HAN,cba,4,unlearn_lambda,2.0,0.075,12,2.0,0.2,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.864130437374115,0.09375,0.90625,0.027173936367034912,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_051326.json,ACM,HAN,cba,4,target_suppression,0.0,0.075,12,1.0,0.0,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.89673912525177,0.0703125,0.9296875,-0.005434751510620117,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_051641.json,ACM,HAN,cba,4,target_suppression,0.1,0.075,12,1.0,0.1,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.875,0.078125,0.921875,0.016304373741149902,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_052000.json,ACM,HAN,cba,4,target_suppression,0.2,0.075,12,1.0,0.2,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.875,0.09375,0.90625,0.016304373741149902,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_052319.json,ACM,HAN,cba,4,target_suppression,0.5,0.075,12,1.0,0.5,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.8913043737411499,0.0546875,0.9453125,0.0,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed4_20260515_052638.json,ACM,HAN,cba,4,target_suppression,1.0,0.075,12,1.0,1.0,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.885869562625885,0.0546875,0.9453125,0.005434811115264893,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_011555.json,ACM,HAN,cba,5,poison_rate,0.075,0.075,12,1.0,0.2,0.8913043737411499,0.804347813129425,0.09375,0.5546875,0.4609375,1.0,1.0,1.0,0.885869562625885,0.09375,0.4609375,0.005434811115264893,,False
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_023821.json,ACM,HAN,cba,5,trigger_size,4.0,0.075,4,1.0,0.2,0.8913043737411499,0.7663043737411499,0.0859375,0.359375,0.2734375,1.0,1.0,1.0,0.875,0.1015625,0.2578125,0.016304373741149902,,False
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_024148.json,ACM,HAN,cba,5,trigger_size,8.0,0.075,8,1.0,0.2,0.8913043737411499,0.7554348111152649,0.09375,0.5546875,0.4609375,1.0,1.0,1.0,0.8804348111152649,0.09375,0.4609375,0.01086956262588501,,False
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_024515.json,ACM,HAN,cba,5,trigger_size,10.0,0.075,10,1.0,0.2,0.8913043737411499,0.7989130616188049,0.09375,0.6953125,0.6015625,1.0,1.0,1.0,0.8695651888847351,0.109375,0.5859375,0.021739184856414795,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_024840.json,ACM,HAN,cba,5,trigger_size,12.0,0.075,12,1.0,0.2,0.8913043737411499,0.804347813129425,0.09375,0.5546875,0.4609375,1.0,1.0,1.0,0.885869562625885,0.09375,0.4609375,0.005434811115264893,,False
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_025206.json,ACM,HAN,cba,5,trigger_size,16.0,0.075,16,1.0,0.2,0.8913043737411499,0.8260869383811951,0.09375,0.6953125,0.6015625,1.0,1.0,1.0,0.864130437374115,0.0703125,0.625,0.027173936367034912,,True
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_040406.json,ACM,HAN,cba,5,unlearn_lambda,0.0,0.075,12,0.0,0.2,0.8913043737411499,0.804347813129425,0.09375,0.5546875,0.4609375,1.0,1.0,1.0,0.8804348111152649,0.0859375,0.46875,0.01086956262588501,,False
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_040735.json,ACM,HAN,cba,5,unlearn_lambda,0.25,0.075,12,0.25,0.2,0.8913043737411499,0.804347813129425,0.09375,0.5546875,0.4609375,1.0,1.0,1.0,0.875,0.046875,0.5078125,0.016304373741149902,,False
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_041100.json,ACM,HAN,cba,5,unlearn_lambda,0.5,0.075,12,0.5,0.2,0.8913043737411499,0.804347813129425,0.09375,0.5546875,0.4609375,1.0,1.0,1.0,0.885869562625885,0.078125,0.4765625,0.005434811115264893,,False
results_sensitivity_acm_han_5seeds/defense_suite_ACM_HAN_cba_r0.075_seed5_20260515_041427.json,ACM,HAN,cba,5,unlearn_lambda,1.0,0.075,12,1.0,0.2,0.8913043737411499,0.804347813129425,0.09375,0.5546875,0.4609375,1.0,1.0,1.0,0.885869562625885,0.09375,0.4609375,0.005434811115264893,,False
