source_file,dataset,model,attack,seed,robustness_group,robustness_value,drop_detected_ratio,adaptive_variant,poison_rate,trigger_size,clean_acc,backdoored_clean_acc,clean_trigger_asr,poisoned_asr,learned_backdoor_gap,detection_precision,detection_recall,detection_f1,defense_clean_acc,defense_asr,asr_drop,utility_drop,relative_asr_reduction,original_suspicious,kept_suspicious,dropped_suspicious,attack_valid
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_cba_r0.075_seed1_20260515_010653.json,ACM,HAN,cba,1,inaccurate_detection_ratio,1.0,0.0,,0.075,12,0.885869562625885,0.804347813129425,0.078125,0.6015625,0.5234375,1.0,1.0,1.0,0.864130437374115,0.0859375,0.515625,0.02173912525177002,0.8571428571428571,,,,True
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_cba_r0.075_seed2_20260515_012745.json,ACM,HAN,cba,2,inaccurate_detection_ratio,1.0,0.0,,0.075,12,0.8804348111152649,0.7228260636329651,0.078125,0.6953125,0.6171875,1.0,1.0,1.0,0.8913043737411499,0.0625,0.6328125,-0.01086956262588501,0.9101123595505618,,,,True
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_cba_r0.075_seed3_20260515_014846.json,ACM,HAN,cba,3,inaccurate_detection_ratio,1.0,0.0,,0.075,12,0.885869562625885,0.8695651888847351,0.0703125,0.390625,0.3203125,1.0,1.0,1.0,0.8804348111152649,0.0546875,0.3359375,0.005434751510620117,0.86,,,,False
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_cba_r0.075_seed4_20260515_020921.json,ACM,HAN,cba,4,inaccurate_detection_ratio,1.0,0.0,,0.075,12,0.8913043737411499,0.3695652186870575,0.0546875,1.0,0.9453125,1.0,1.0,1.0,0.8804348111152649,0.0703125,0.9296875,0.01086956262588501,0.9296875,,,,True
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_cba_r0.075_seed5_20260515_022954.json,ACM,HAN,cba,5,inaccurate_detection_ratio,1.0,0.0,,0.075,12,0.8913043737411499,0.804347813129425,0.09375,0.5546875,0.4609375,1.0,1.0,1.0,0.8913043737411499,0.078125,0.4765625,0.0,0.8591549295774648,,,,False
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_relation_r0.200_seed1_20260515_010358.json,ACM,HAN,relation,1,inaccurate_detection_ratio,1.0,0.0,,0.2,10,0.885869562625885,0.70652174949646,0.09375,1.0,0.90625,1.0,1.0,1.0,0.8695651888847351,0.0078125,0.9921875,0.016304373741149902,0.9921875,,,,True
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_relation_r0.200_seed2_20260515_012455.json,ACM,HAN,relation,2,inaccurate_detection_ratio,1.0,0.0,,0.2,10,0.8804348111152649,0.7554348111152649,0.0625,0.96875,0.90625,1.0,1.0,1.0,0.885869562625885,0.0078125,0.9609375,-0.005434751510620117,0.9919354838709677,,,,True
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_relation_r0.200_seed3_20260515_014553.json,ACM,HAN,relation,3,inaccurate_detection_ratio,1.0,0.0,,0.2,10,0.885869562625885,0.5163043737411499,0.0703125,1.0,0.9296875,1.0,1.0,1.0,0.8695651888847351,0.0,1.0,0.016304373741149902,1.0,,,,True
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_relation_r0.200_seed4_20260515_020637.json,ACM,HAN,relation,4,inaccurate_detection_ratio,1.0,0.0,,0.2,10,0.8913043737411499,0.842391312122345,0.0703125,1.0,0.9296875,1.0,1.0,1.0,0.8695651888847351,0.015625,0.984375,0.021739184856414795,0.984375,,,,True
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_relation_r0.200_seed5_20260515_022701.json,ACM,HAN,relation,5,inaccurate_detection_ratio,1.0,0.0,,0.2,10,0.8913043737411499,0.820652186870575,0.078125,1.0,0.921875,1.0,1.0,1.0,0.864130437374115,0.0,1.0,0.027173936367034912,1.0,,,,True
results_robustness_acm_han_5seeds/robustness_inaccurate_detection_ratio_1.0_ACM_HAN_uba_r0.200_seed1_20260515_010526.json,ACM,HAN,uba,1,inaccurate_detection_ratio,1.0,0.0,,0.2,10,0.885869562625885,0.820652186870575,0.09375,1.0,0.90625,1.0,1.0,1.0,0.885869562625885,0.015625,0.984375,0.0,0.984375,,,,True
