dataset,model,attack,variant,variant_order,n_seeds,seeds,clean_acc_mean,clean_acc_std,clean_acc_min,clean_acc_max,backdoored_clean_acc_mean,backdoored_clean_acc_std,backdoored_clean_acc_min,backdoored_clean_acc_max,clean_trigger_asr_mean,clean_trigger_asr_std,clean_trigger_asr_min,clean_trigger_asr_max,poisoned_asr_mean,poisoned_asr_std,poisoned_asr_min,poisoned_asr_max,learned_backdoor_gap_mean,learned_backdoor_gap_std,learned_backdoor_gap_min,learned_backdoor_gap_max,detection_f1_mean,detection_f1_std,detection_f1_min,detection_f1_max,defense_clean_acc_mean,defense_clean_acc_std,defense_clean_acc_min,defense_clean_acc_max,defense_asr_mean,defense_asr_std,defense_asr_min,defense_asr_max,asr_drop_mean,asr_drop_std,asr_drop_min,asr_drop_max,relative_asr_reduction_mean,relative_asr_reduction_std,relative_asr_reduction_min,relative_asr_reduction_max,utility_drop_mean,utility_drop_std,utility_drop_min,utility_drop_max,runtime_sec_mean,runtime_sec_std,runtime_sec_min,runtime_sec_max,all_attack_valid
ACM,HAN,cba,full,0,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,1.0,0.0,1.0,1.0,0.883695662021637,0.014172178048592745,0.8695651888847351,0.907608687877655,0.065625,0.022507594204512395,0.0390625,0.09375,0.5828125,0.2174627302838351,0.34375,0.921875,0.8933604510104549,0.04077944816139216,0.8309859154929577,0.935064935064935,0.0032608747482299806,0.014172182620071375,-0.02173912525177002,0.010869622230529785,29.93239507675171,0.1844457141245238,29.681501865386963,30.15166735649109,False
ACM,HAN,cba,wo_structural_signal,1,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,1.0,0.0,1.0,1.0,0.872826087474823,0.018669112921232328,0.8478260636329651,0.8913043737411499,0.071875,0.016937096397405312,0.0546875,0.09375,0.5765625,0.21161638438605126,0.3359375,0.90625,0.8844272576213152,0.0241362479998769,0.8591549295774648,0.9090909090909091,0.014130449295043946,0.02260506275025492,-0.01086956262588501,0.043478310108184814,30.013000106811525,0.3829137139880447,29.41193461418152,30.473238945007324,False
ACM,HAN,cba,wo_feature_signal,2,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,1.0,0.0,1.0,1.0,0.880434799194336,0.0066562327069172415,0.875,0.8913043737411499,0.08125,0.022507594204512395,0.0625,0.109375,0.5671875,0.21061897246568267,0.328125,0.890625,0.8690291254678223,0.033346786386904276,0.8311688311688312,0.9101123595505618,0.006521737575531006,0.008930275097740727,-0.005434811115264893,0.016304373741149902,29.851054620742797,0.18830453890101703,29.631461143493652,30.044498443603516,False
ACM,HAN,cba,wo_embedding_signal,3,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,1.0,0.0,1.0,1.0,0.8858695864677429,0.005434781312958848,0.8804348111152649,0.8913043737411499,0.0640625,0.02304356438086348,0.046875,0.1015625,0.584375,0.24353205400547379,0.2890625,0.953125,0.8819581346608764,0.08434161788921579,0.74,0.953125,0.0010869503021240234,0.008930262401786359,-0.01086956262588501,0.01086956262588501,30.00023694038391,0.17605806291081144,29.71372628211975,30.168009996414185,False
ACM,HAN,cba,wo_hard_removal,4,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,1.0,0.0,1.0,1.0,0.872826099395752,0.019820203481689797,0.842391312122345,0.8913043737411499,0.09375,0.025315393353155705,0.0703125,0.125,0.5546875,0.2314267694312285,0.3125,0.9296875,0.8417548967194382,0.05821444739037287,0.7887323943661971,0.9296875,0.01413043737411499,0.016573871121533173,-0.005434811115264893,0.03804349899291992,30.13575143814087,0.3651565224237191,29.678795337677002,30.688157320022583,False
ACM,HAN,cba,wo_trigger_purification,5,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,1.0,0.0,1.0,1.0,0.884782612323761,0.016484510852346326,0.864130437374115,0.907608687877655,0.05625,0.018652088103614566,0.03125,0.078125,0.5921875,0.22598255515498314,0.3125,0.9296875,0.902346433683819,0.05963750283069896,0.8,0.948051948051948,0.002173924446105957,0.017442188930603928,-0.02173912525177002,0.027173936367034912,31.211646842956544,0.2049638909440038,30.891862869262695,31.417510986328125,False
ACM,HAN,cba,wo_trigger_unlearning,6,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,0.0,0.0,0.0,0.0,0.891304349899292,0.01630434393883296,0.864130437374115,0.907608687877655,0.0875,0.015027643798180739,0.0703125,0.109375,0.5609375,0.21426769362470396,0.3125,0.890625,0.8562264585983727,0.03908966414604457,0.8,0.890625,-0.004347813129425049,0.019745544361032794,-0.027173876762390137,0.027173936367034912,20.096932077407835,0.11814976332743593,19.971481561660767,20.25136089324951,False
ACM,HAN,cba,wo_target_suppression,7,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,0.0,0.0,0.0,0.0,0.882608699798584,0.0174421852161922,0.8586956262588501,0.907608687877655,0.090625,0.01307281291459493,0.078125,0.109375,0.5578125,0.21711160994261683,0.296875,0.890625,0.8490156678066355,0.051148448334135566,0.76,0.890625,0.004347836971282959,0.01777764408100927,-0.02173912525177002,0.027173936367034912,30.027852058410645,0.07823254561707474,29.909363746643066,30.10662031173706,False
ACM,HAN,cba,only_hard_removal,8,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,0.0,0.0,0.0,0.0,0.8836956739425659,0.0072915331604935995,0.875,0.8913043737411499,0.090625,0.015229366163764007,0.0703125,0.109375,0.5578125,0.21683030429203157,0.3046875,0.8984375,0.8503032845952117,0.044413293465842094,0.78,0.8984375,0.0032608628273010252,0.0098727935078424,-0.005434811115264893,0.016304373741149902,21.216793870925905,0.07776686084552664,21.095010995864868,21.297048091888428,False
ACM,HAN,cba,only_unlearning,9,5,"1,2,3,4,5",0.886956536769867,0.004547067839580113,0.8804348111152649,0.8913043737411499,0.7141304194927216,0.19952388052461892,0.3695652186870575,0.8695651888847351,0.075,0.014192111034831992,0.0546875,0.09375,0.6484375,0.22541465697271107,0.390625,1.0,0.5734375,0.2342186978819155,0.3203125,0.9453125,0.0,0.0,0.0,0.0,0.889130437374115,0.013088681689079552,0.875,0.907608687877655,0.053125,0.016937096397405312,0.0390625,0.078125,0.5953125,0.2177992732712853,0.328125,0.921875,0.9114701223171511,0.040936445425158695,0.84,0.9438202247191011,-0.002173900604248047,0.012511795827262239,-0.016304314136505127,0.01086956262588501,31.23758010864258,0.39826021533710243,30.550701379776,31.545631170272827,False
